Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.0917537472656,12.3480356672921,11.8739307441419,10.6128800887182,10.723369144169,9.9443012716097,9.12591312473254,9.35486797594333,8.53189757789063,7.28746000181242,7.34988135661458,7.82997028498549,7.87856616943338,6.77276407228192,7.56280561063823,9.23270275267635,11.4945498780543,14.1221920532091,13.8720672879908,12.270886234837,10.174099196494,10.3220966570055,11.370027886011,10.3398378922726
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Belgium,BEL,..,..,13.7796504404069,13.2232589389178,13.4459086147916,14.3192887385678,13.717131650242,14.9527623681113,13.3203410598275,12.607839032072,13.0752088506188,13.2504639278565,13.2736258715964,13.3323689500077,11.6136195139563,12.9529856980899,12.8256394253244,13.1862424354126,12.8431870483637,12.2218537867515,11.1174301152003,11.8310960772709,12.4721347871633,12.1343742881135,12.3367042822656,11.7291774453047,11.7173181925019,11.3222710118407,..,..,..,..,..,..,..,..,..,..,..,9.9154859150306,8.43377375358496,8.6704857146296,8.57136965309403,8.75290055687006,8.16897671210559,7.66741584809613,7.35751574251615,7.69435239642134,8.14769105102525,9.25042695274892,9.7836692104795,9.60852133082126,10.0039782338066,10.2439437092861,10.3814087021135,10.9926039122108,10.7407423315517,10.3562532070541,9.71106903090542,9.69819398741148,10.8731087599383,9.28246895374917
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.017572615066,26.5514936552087,24.5682274927181,26.8904914168184,27.5150915084601,24.7585141514934,..,20.3484836564823,23.438127072111,24.3129029035951,26.862304287142,27.2211451604908,25.2745165025,..,..,..,..,21.0153302875101,17.7627465981561,18.43131309892,19.1332806074409,20.3110335748171,19.737687709447,19.2266858451244,20.2633951361356,13.9961682927728,13.73500940317,11.4280347567629,11.889393162443,11.9079252531816,16.1342568320439,12.1849377660387,13.0039635753203,12.7214715942552,13.7469577660836,13.113483868472,12.5605193115888,14.0020652506752,13.6453161601631,22.6532092775939,20.7638203621054,21.0241257153986,20.5291244404484,20.1837999752106,20.2207696125132,25.6487158359513,20.9442397766231
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Benin,BEN,..,..,26.366404282406,22.6341631291737,24.3711120820637,22.7951998702366,24.6925546187054,21.8383501801196,21.8034312497349,19.5642264893637,17.8162044039503,17.1579714575736,20.9411379732231,21.829437012311,17.8493890928249,..,..,..,..,23.4244160574426,26.2681889202403,..,24.9191430881199,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.8394029951415,22.9697319163218,21.8673892974778,20.3607308180196,23.8763238350293,24.2141983835193,24.5653739246321,29.9420417539947,30.6782819142083,31.1594419521255,36.1361186365244,31.0940349253234,38.6401240229343,33.920597278289,37.8897950446574,40.3325617827368,45.8483706311581,40.2019861251514,50.4878399953627,52.3113311553297,46.9826051378283,38.0539710820976,32.8217350963609,37.5829443028488
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,25.2375431864066,27.6534856755282,29.1379893791305,27.9523235585977,26.3662771734597,28.5475180215623,24.7376249248755,25.3468797775522,24.8570872508373,21.1225515472132,22.70030278572,20.4098120830409,20.3614501385793,19.9977876625129,19.7224241888945,..,..,..,..,..,..,..,..,..,20.6867259368719,..,20.5265480017431,..,..,..,..,..,..,..,17.7564998490804,17.6843765324207,17.0360285681615,17.174715547689,17.0202592016998,13.0778868105465,16.9465053362038,20.6217083490746,19.1976665812048,20.8043703484341,20.7083774316399,21.0378343393989,20.3692858554948,20.7916852924833,19.3383337582469,23.8324688163154,21.7674762100158
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.4011039651637,21.4666393928091,..,..,..,18.766361028819,17.913839151313,..,..,..,..,..,14.4820848677071,20.6350709987022,21.4969735106619,16.2128817429141,14.5820583230721,11.473583472712,10.9487408218868,13.7089181899016,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Bolivia,BOL,..,..,25.183839979553,26.4926443877786,23.9103701052076,19.8988566915431,18.6362370903053,20.5548953046345,17.6442976594512,17.3091000769798,20.1689779727791,21.6947795520219,21.1362796849026,..,21.8179924159342,17.4713817351212,15.0747393955597,14.0093680380255,13.8445580650965,13.8306119785438,18.9228228101898,14.5457660263698,18.8584746449276,20.378698487183,16.8138643188174,18.3133885356712,13.3747404261521,18.083975823033,..,..,..,..,10.9679061524701,9.29211333160771,9.988592227264,9.5346349703278,10.2365527315221,8.53371972226124,7.86723071000052,9.57036858788623,13.4613814776005,14.8596660303638,13.2391587612067,13.2313909248833,11.4693583560868,10.1897878977306,9.27036905021136,10.2529177863735,9.17825587094961,8.86816790659723,7.66660486517864,8.02069406112546,7.27744898921482,7.19784520841046,7.50736021557653,6.91192665768246,8.45235942245198,8.25386526399591,7.65283906071634,7.52521161926762,10.7678594942168,7.70465862184706
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9396182775385,16.4571233225434,17.3755031218581,16.8312524732236,15.8594505928307,15.8179706726838,18.992113610139,18.0998057899645,17.5805323273902,18.220268004263,17.8869474063733,16.7540878151321,17.9820560387788,17.9874496570928,16.9912328153768,15.8118385517668,16.1864788481885,17.8207513092581,15.5795929963747
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.0066522756851,13.9167860606947,15.4824965121453,13.8653954843486,14.3651284562948,13.8227729221236,13.7255315104568,13.1253452026116,11.9671979715984,13.0645204084876,14.5849375368519,9.75189778868866,8.8185812720602,8.15457134828099,7.77216933381986,8.74704477449503,11.0462807571227,12.537601456042,12.1854145108538,12.6563728180176,12.6693290469743,11.4020151252503
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Brazil,BRA,..,..,15.8595869443941,17.0645100727179,24.1083069403758,19.8182709605454,18.8171931179456,20.0035707116468,16.3895612554279,13.9177561673266,10.9129252819961,8.89696099442917,7.64620521032524,10.9172346801696,7.58817437415144,6.15959481457787,7.85585530225391,6.75922175822022,10.1174458313833,11.8559956107463,9.60256806699567,8.77954606046629,8.45621859559949,8.25716521214095,9.30653496839704,8.96606075350597,15.2504466647692,8.11086077187955,..,9.88072496492476,9.40591655255336,11.2273384847548,9.55885730896852,9.72917435659051,10.9308521220609,10.7123315227467,10.7608758919968,9.07604208045229,9.65622902657362,7.88996683261309,6.57400147363878,5.69552691718607,6.70717515812855,7.01297406489281,4.82199032163775,4.36109710869557,4.48300804691799,4.68351433879485,4.48145348145564,5.31270462966115,4.68298925337838,4.59566515712799,4.8444234992437,4.98271862328396,4.98000434939673,5.21313407540425,7.42536207040476,6.32149411569174,5.38447644097633,5.39026493215019,6.30010348205256,5.43366665102592
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Brunei Darussalam,BRN,..,..,35.1483688582417,31.9823139384512,25.3685368110254,23.5260744108268,21.1758163349933,26.3156565377813,19.13104270004,19.4001269545333,17.1590438897142,10.2982098887169,17.6759592017893,19.4194149740956,16.7537979157996,13.8609890962467,15.327668766762,16.6703826321817,19.2904861524657,16.5295985048647,15.180339593934,17.7660803188015,15.3571487223029,17.031214817302,21.5193452679611,20.622470177469,20.8290128470476,24.2377469716895,..,..,..,..,12.5879218450851,9.5065832069702,14.37787786241,..,..,13.5678308550153,16.5311194741903,..,..,17.8699439871197,13.4228253911884,17.5831905755701,17.9218189554512,..,17.0383521634519,15.7464654413812,14.9539488929429,14.74300486041,16.9616773205003,14.1102526028333,14.0300217022257,15.0203508958319,15.4098439348132,15.7076170370739,18.5953347235233,15.0079731008954,12.1391157382379,9.95122453752763,10.7667198923956,7.24559757847011
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.71100488367743,..,..,..,7.62389662948168,8.50636667700859,7.48307210133366,5.98298501378153,5.21847298502192,5.39498052075864,5.84375590808233,5.36553775390804,5.4012115939894,4.66531952467868,4.64853257212137,5.77074166880321,6.83820998756618,10.0022048452125,9.56564530674775,9.2852758461449,8.86203054059881,9.09294677902301,8.89801297317925,9.69808006546558,10.4756770846257,10.0390731851877,9.75666371350693,10.6120660211136,12.6028208992188,10.9214667051456
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Burkina Faso,BFA,..,..,20.7205921079987,24.9128905008457,27.091736994991,24.8465507980005,28.3457661689488,26.982493571381,21.5258392934106,19.3532348142038,20.4375785481473,22.0054511221418,25.7925324241755,26.02032302269,34.5254665171104,21.1695109997159,18.929105293709,20.3962896825336,28.449901901436,21.8460204537559,20.4941032434201,24.7155668594317,25.2434643709888,25.5114052027629,..,..,..,..,..,..,..,..,..,..,..,21.2327189686854,22.3281482167292,16.5469811719503,20.6164331248184,17.7248961793587,12.572288849584,14.9826505696802,21.2879841796361,19.0754191229528,17.553261341026,18.2849854295953,..,14.8371352126624,14.8656582394092,14.3615791170105,13.9964911579613,14.7481548677918,13.1227319035261,12.0160498928872,12.6808655781188,13.6105485218095,13.6826300581823,12.2199184238571,12.1553570934943,10.7388765383673,11.6356204029884,11.6783614787847
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Burundi,BDI,..,..,..,..,..,17.5192343357658,..,..,..,..,..,..,..,..,21.5682464057185,16.1867234162423,19.0375150455831,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.0389413479343,22.1462363007091,20.9105468813773,15.8637354724772,18.3876198010089,19.6025648681522,11.1600397926447,22.9477820813955,13.0997647772338,11.1502827884135,15.6172819923032,9.00425219956459,6.49189862259681,22.1724762196771,12.4332536633679,11.2037211679344,12.5427229476862,13.6810649467138,24.6762609668747,30.1336822725214,13.9872322830882,13.0620233195074,12.6210040103332,16.5501620490981,18.9584220367267,16.7457342758587,15.5915873964145,14.6467037712934,14.216201118004
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.3069130222097,45.1945450745265,46.4300603330964,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.7473818631825,34.4218573768561,31.8185143479592,31.0006644205063,33.7409483757171,29.8187239229832,30.7560616633405,30.2069856600229,30.505796380265,29.1714029575659,25.6865014933414,27.6576815135857,29.4438689422713,27.7459586227402,25.3956669143904,27.9386991242578,32.1516859089998,28.4421586004644,32.4650529556349,30.8701655531076,30.0997528072801,30.1994885008568,30.9271009246144,14.4305946560478,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Cambodia,KHM,..,..,13.4979466894236,11.0704969430454,10.8134307061337,6.25581021198311,6.29189458675916,7.981380719942,7.29996642787384,10.0605836364106,10.0744434399909,20.7992700165238,31.1995002665217,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.50621770286955,9.71158691635263,8.95466897463645,7.59680222176926,7.83516537828293,7.45420950149512,6.94416306872132,6.19039605488992,6.95518993572843,8.01761411387161,7.06267828856846,6.56459034784296,6.90584685213053,6.91900162895175,8.0167784230089,7.97743223305382,7.13483934228118,7.7701125981998,7.41186393155405,7.01752753996742,8.28393956502619,5.57573972060054
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Cameroon,CMR,..,..,18.5437021688288,14.2617570508036,14.8354452398283,12.4940767158079,11.9111991055719,12.1775890560868,14.5630106851539,11.905782236343,19.697690983171,13.5413973415301,12.0540109055081,12.9137265429533,14.0512431336237,10.9514614906834,9.80781451444535,12.1227635256986,9.55583080094198,9.94019687089534,8.61300234868643,..,9.70683616104027,..,..,..,15.418589301763,14.673771522635,..,..,18.5373967627893,..,..,..,..,17.4409265519397,13.7307558153716,15.6773976495997,15.422157444589,18.9312125573269,18.158905834378,15.4646787502966,18.056636788873,17.6074754303822,18.3156675655433,17.3475176208791,17.9558780421158,21.347230428153,23.7856698771506,26.8274047050423,17.7001357720591,25.0971214952883,19.381309913481,22.2746782982844,17.3942389697154,19.8727796656184,21.9485619573473,22.8141290473514,20.0391865522141,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Canada,CAN,..,..,11.6613263689534,12.9223946400352,11.6162721328687,9.8113481344217,9.01231295852714,8.62159355888779,7.88161873167986,7.99570638841096,8.63523518557344,7.92200271112654,7.85145198705488,8.94007371140752,8.61463048876906,8.29776401014974,8.14586029292989,8.36581271349568,8.10767329760615,7.29138635796391,7.45274242410584,7.02868630982366,7.68467220004943,7.00550450100502,6.5291639585122,5.94228424638857,6.18517241384022,6.0492983453306,5.60323392822954,5.74244866856003,6.13059511390555,6.38316118422673,6.34815890855753,6.26474149056269,6.0244044833678,5.69826088861219,5.81257780060635,5.52744777998062,5.55314183232404,5.30783594125411,5.1015834501715,5.82243956068321,6.06447150910236,6.20133856648036,5.81021994971678,5.63001167163117,5.76187314342801,6.16974780779231,6.43748442978137,7.91665323726287,7.17761420190868,7.10627436963595,7.24064476829166,7.45735443764254,7.71695725894623,8.18251389529433,8.46973134891178,8.20309596250041,7.93445182112811,8.19588859237335,9.37468189957496,8.73590725629079
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.0820303559576,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.7465748692131,..,8.27320984768983,..,..,..,..,20.95770978119,19.2787620032031
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Central African Republic,CAF,..,..,13.8724557274414,15.7556620309208,13.7402742229147,13.4231460659138,14.6666949755361,13.7786031535796,14.8092717306504,15.0346120837193,16.9363475730995,18.9572354301621,..,16.8481148907321,15.9934574526225,16.1197985837816,17.4215117256793,16.0743954092694,16.8936786387886,16.2889278443601,20.8552565445745,..,..,..,..,..,..,..,..,..,..,..,..,18.3039255344493,27.0836105339917,15.6161400318364,12.3370556510834,21.774776813604,23.4146668394681,22.7938981995925,29.3347493965467,26.953910571875,20.3500063860346,23.4488970904762,16.4830033994524,17.2316347803967,0.473760728207188,18.61193207568,25.9297883087381,39.3281248399223,28.0919170802993,31.2362825214539,29.6181975376585,36.0369625938114,26.3645842639784,15.1610682300226,15.9203897560875,21.0707546481169,20.560841951453,16.7253326582599,16.4251347328943,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Chad,TCD,..,..,16.367769878283,16.2409451644914,14.8534056641397,13.2481910202587,12.9206709903988,15.5540066278588,13.2858126229124,20.8726589963097,20.6250574160525,19.5873940364572,24.2417266170167,27.8911707676736,23.3001027435021,14.515227053303,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.2729146423595,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Chile,CHL,..,..,19.3829553057889,21.4370548144457,20.7122269736427,20.0738508550484,18.5056470678468,16.7749684747394,17.208924810553,16.9714284299425,14.6386430145635,17.7346859053738,23.4169369012795,25.8189377282641,32.6610777888747,18.5341497086642,25.5737578017945,12.4230287470277,16.6651961681585,12.7008931260148,15.0277391244814,11.9731738345905,16.2140265797574,17.9763001277501,13.5440166846771,8.31029383067664,5.07966358497008,4.81185055838563,..,..,4.38558425386416,5.79550784259678,6.31671594546787,5.99316794046771,6.93931512599929,6.71933465753375,7.16674718354825,6.72935013902968,7.30568880157966,8.61575785673561,7.38732826859091,7.36403179649258,7.96998924298726,7.8224862534446,6.93288140330206,5.81006113683892,4.10486208791868,6.95772611451477,7.06184498545909,7.77761181838838,7.26528426155974,7.48717241546284,7.46791618309552,7.77436321100319,8.48316905344953,9.22676651591504,9.75476380498688,10.0681966585274,9.61432324289901,10.0733017058917,12.5641199920981,11.4491283003788
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.02561601825926,4.09832090762071,4.39376389162299,7.33601824563825,..,..,..,..,4.89049287327548,2.86866651857743,4.392123453808,6.99286331250247,5.90004277898128,5.0448743178983,4.76664012437009,4.05905600313996,4.1415670503436,3.98143235100007,3.52833071574746,3.85895678491532,4.03754200714251,3.55944030433494,3.18720737999403,3.72213323291332,4.75813477121272,4.92007621483225,4.617159512627,4.65196556599698,5.40612375610156,5.49827654126837,5.8178747777306,6.66132360581687,6.79703829564838,6.60739484217093,6.18908395984885,7.02820185377525,8.21017119906821,8.12589936088688
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Colombia,COL,..,..,7.66349322764776,5.50026881149243,9.05270465190204,8.34719287500278,10.7202475814459,7.35238641927331,7.70131234207193,7.96041047503711,7.69159097885454,10.3099375871281,8.65128036905234,12.0894694341911,13.3171646430131,9.41901924138745,12.2055243459112,12.4384536040966,10.7277320906928,10.5433486356937,11.7080179578092,10.214372541564,10.723598946754,10.9093170100708,10.2269631004099,9.49490699739424,8.7026237538045,7.95193985259735,..,..,..,6.68849644168993,9.30914348631745,7.60905948171592,8.83984687158898,9.38828939792348,12.5690755214473,11.1310721955848,11.7959985885846,12.8909816501002,11.929031818574,11.7318068893806,12.1510334447017,11.3678659568972,10.5833541565872,8.87542859634767,8.88541041482465,9.15841672173031,10.1359790686263,10.2736553949514,9.69976767071663,9.51736819026305,10.327424375296,9.99379845653627,9.51258186579441,10.2982658165921,13.0436829871481,12.6402054672071,12.5406220745966,12.5555283283367,15.1845723719222,13.8212317973515
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Comoros,COM,..,..,38.2026100711838,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.5314135023031,42.6281598135626,46.2660724938518,44.1570222008585,19.4619034599583,43.3742587517982,38.5070228221442,40.1956985075193,38.0403450232688,43.9010196224728,34.1799864577778,28.2095975405371,19.5114076786172,48.0315793281904,39.0943183497144,38.0483720613481,40.8349994042438,41.950391176806,36.1226374704807,41.5193063348923,44.8897506976445,41.4939069010873,40.3925360745834,38.322088235504,42.8576651749046,44.2590322329273,27.6678859555002
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,"Congo, Dem. Rep.",COD,..,..,25.6621165029152,..,..,19.3854862753417,..,..,..,..,15.6791478853874,..,15.7468650129512,18.2247091245636,21.4745699277326,16.9684529986001,21.1599320089107,16.9250896796848,20.6664892689164,..,..,..,..,..,..,20.6424167693863,20.5502872492802,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.1348794371787,15.2084212686296,13.3983576538355,8.55138709790225,7.65700170576939,9.43820336247323,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,"Congo, Rep.",COG,..,..,19.3459249115769,20.0556350976436,19.6728423035823,15.4010673292444,14.7660061114118,14.1862357054494,14.7347105555182,..,20.1098673709085,16.2664506442036,18.0766877466097,14.5386350580254,16.9740236827987,16.3924759657718,16.5108018555145,21.3178704390222,22.9546360231333,26.926291991375,19.1784078360216,..,..,14.2216134522994,19.0286244475476,19.1304049607338,18.5139260017031,..,..,..,..,..,..,20.4148744349001,26.4999083307136,20.8102393165237,..,..,..,..,..,..,..,..,..,..,..,5.63035871212442,8.15237266409826,8.75859931011056,7.02364437706801,5.73926285158572,6.07426293188047,6.85412807403364,6.23817491371187,5.09959512353972,4.04888949846285,13.8256465553812,15.5154182694521,25.0494616970264,31.3124132378392,31.7125632215035
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Costa Rica,CRI,..,..,..,..,..,9.46264178873874,10.5249125896565,11.942104890888,12.8169319741918,10.3429278702251,10.8785544063503,12.2205749756137,10.140923206349,10.393900739874,11.4816515396291,9.92147387731241,8.3253336113136,7.58312588891265,7.38707471303588,7.480523294178,8.80715373461049,8.47569402865799,8.70767331884623,10.2971570155099,9.51718105081639,8.22385348737891,7.66076872709725,7.80347015777327,..,..,..,..,..,..,10.4267113496744,10.1824793003999,12.887826596399,9.73781104294057,7.87009348064918,7.29953652107923,7.44873459372655,7.50612972800854,8.01269363371063,7.74872279076332,8.58587634261244,6.28246982080874,6.32469247400558,7.99820234523875,8.50827089693552,7.16346240461911,8.96749176282676,8.7556891159271,10.7356362141469,10.4516578437187,11.4415556932258,11.9558810616322,13.2576973361867,13.4055451491915,12.9166824534422,13.1806920685055,14.7500769227882,13.3237047832935
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Cote d'Ivoire,CIV,..,..,18.8597434320862,17.6836067323058,17.7133853631988,18.3442385202153,20.6999938951518,15.8372019962605,16.6264575088474,14.8292205470872,15.9009292520116,16.070609265524,17.3415508073804,20.086812302956,17.2510135931863,14.7048159829921,13.3655226401712,14.0066841614295,13.3271405914419,15.0100897096455,..,20.299866064843,19.3170284906731,20.5890792607185,..,17.1564662889205,..,..,..,..,..,..,..,..,..,20.8873863122636,18.5924684955342,19.2031840786059,20.7542769189297,19.1963511933091,17.1845976432421,21.0852870794468,22.5827907280846,22.4906253801467,17.1976904370795,14.6207860960417,17.2835431554942,17.4065188360687,19.6128646777742,23.1919004111559,19.2460056507178,25.1280174581878,20.0116663868356,14.5200385287569,16.8423512990381,17.5692676559409,21.520688655588,20.9293744697827,21.0509451648051,21.3625721757374,21.5850332928208,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.4999029527334,8.97733968874994,11.1929110001769,11.7896442046705,11.2533151714454,10.4472929018381,9.68779293534315,8.46024716436848,8.27796912782028,8.82356707513751,8.90901764248842,8.43596208961588,8.36717766970066,8.313900392655,8.25555724053013,7.95833359237055,8.19036048194588,10.1286110146861,10.3794096133657,10.943771304078,11.7695698634915,12.3046794669215,12.9710604760723,13.1991630754547,12.9023576176109,13.0170286378821,12.3816822401309,13.2745684888342,13.5797312085611,12.8274787632237
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.024988653042,..,..,..,..,..,..,..,..,..,19.3757768613991,15.7930059768195,17.5886139834212,20.3360472733546,22.0214090739225,21.5597275264043,20.0711667909604,11.9217667315008,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,16.0954623417674,15.8048643946603,17.1939257886352,23.6637207003605,19.6842929664413,26.1758811032645,24.2989706329187,17.6297689822663,17.1857033396824,15.4464796171733,14.7841095203963,16.274834636715,15.253361406208,17.2702451151958,15.1464747713162,15.1344809855815,15.9212032979124,14.019417665747,..,12.8169185704884,14.3347039619861,16.5220739562482,16.2277243899946,17.4325606425606,18.1858989931509,20.3737114778022,24.4866858101798,26.9923014977191,20.3352048886723,19.4365315347714,18.646326727523,16.5170423086049,12.7554154540767,12.076133655252,11.9766009434211,12.4194300450494,12.5566419113178,12.892749062111,13.3862069365089,15.485158429144,14.8465533874895,15.7450845949367,17.4983952247918,20.0360773207359,16.6436680856638,16.0447384886519,15.1586125249842,14.1248552421271,12.9400728249434,15.1596082207287,14.8859569693315,15.1931839472352
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.86851084005293,8.70568805371285,6.7128378654551,6.99919931000711,6.57682826912133,5.99054235405358,5.7211360353027,4.9161449491809,4.69297612156346,4.23098167132108,4.80314277182413,4.99217834867323,5.28040630658305,5.06193050660144,5.18018223064743,5.07760495786001,6.30881681226657,5.36853964281542,5.57117130018989,6.03493439737662,6.3278007017885,5.98315198737543,6.08046182667869,6.1733923617406,5.77433216616245,5.41928600352194,5.68716232766313,6.01165359189797,5.57325226697183
